status,city,state,country,classification,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,reason_for_recall_simplified,recall_initiation_date,center_classification_date,report_date,code_info,termination_date
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2497-2017,"Item 10554- BREAKFAST MUFFINS, I/W>50-CT/CS, Frozen, Net Wt. 17.3 lbs. per case.","11,989 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2511-2017,"Item 11953 - TURKEY SALAMI LUNCH>36 TRAYS/CS, Frozen, Net. Wt. 25 lbs. per case","8,675 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2491-2017,"Item 10446 - WHOLE GRAIN PUMPKIN BREAD MUFFINS, I/W>100CT/CS, frozen, Net Wt. 13.89 lbs. per case.","15,946 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2478-2017,"Item 10132 - CHOCOLATE CHIP COOKIES, I/W, 2-PK>100-CT/CS, Frozen, Net Wt. 13.89 lbs. per case.","7,848 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg. dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2494-2017,"Item 10532 - BANANA BREAKFAST BARS, I/W>100CT(2.9OZ)/CS, Frozen, Net Wt. 18.13 lbs. per case.","11,930 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2495-2017,"Item 10534 - STRAWBERRY BREAKFAST BARS, I/W>100CT(2.9OZ)/CS, Frozen, Net Wt. 18.13 lbs. per case.","9,210 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2498-2017,"Item 10556 - EGG & CHEESE MUFFIN, I/W>50-CT/CS, Frozen, Net Wt. 13.89 lbs.","11,598 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2483-2017,"Item 10241 - CHOC CUPCAKES, I/W, NO ICING>100-CT/CS,  Frozen, Net Wt. 13.89 lbs. per case.","3,722 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg. dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2528-2017,"Item 14616 - VEGAN ZUCCHINI SCRAMBLE AND CAJUN STYLE BLACK BEANS>24EA/CS, Frozen, Net. Wt. 32.26 lbs. per case","1,226 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2488-2017,"Item 10360 - LEMON SUGAR COOKIES, I/W, 2-PK>100-CT/CS, Frozen, Net. Wt. 13.89 lbs. per case.","3,279 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg. dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2480-2017,"Item 10191 - WHITE WHOLE WHEAT BREAD ENDS, Frozen, Net Wt. 30  lbs. per case.","1,140 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg. dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2499-2017,"Item 10573 - BLUEBERRY BREAKFAST BARS, I/W>100CT(2.9OZ)/CS, Frozen, Net. Wt. 18.13 lbs. per case",961 lbs.,Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2513-2017,"Item 11991 - BREAKFAST TRAY C>36 TRAYS/CS, Frozen, Net. Wt. 31 lbs. per case","6,882 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2524-2017,"Item 14606 - VEGAN SPAGHETTI, AND COOKED LENTILS>24EA/CS, Frozen, Net. Wt. 33.76 lbs. per case","3,106 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2479-2017,"Item 10173 - OATMEAL COOKIES, I/W, 2-PK>100-CT/CS, Frozen, Net Wt. 13.89 lbs. per case.","4,987 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg. dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2492-2017,"Item 10447 - WHOLE GRAIN CHOCOLATE CHIP MUFFINS, I/W>100CT/CS, Frozen, Net Wt. 13.89 lbs. per case.","15,237 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2521-2017,"Item 14600 - VEGAN CHILI WITH RICE AND VEGETABLES>24EA/CS, Frozen, Net. Wt. 22.99 lbs. per case","11,749 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2530-2017,"Item 14620 - VEGAN VEGETABLE STEW AND CAJUN STYLE BLACK BEANS>24EA/CS>24EA/CS, Frozen, Net. Wt. 32.26  lbs. per case","1,355 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2508-2017,"Item 11930 - VEGAN BREAKFAST TRAY H>36 TRAYS/CS, Frozen, Net. Wt. 33.78  lbs. per case",237 lbs.,Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2517-2017,"Item 12735 - BREAKFAST BURRITO WITH RANCHERO SAUCE AND SWEET RICE>24EA/CS, Frozen, Net. Wt. 26.33 lbs. per case","11,059 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2474-2017,"Item 11952 - TURKEY HAM LUNCH>36 TRAYS/CS, Frozen, Net. Wt. 24.76 lbs.","9,161 lbs.",Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
Terminated,Airway Heights,WA,United States,1,77338,Correctional Industries Food Factory,11919 West Sprague Avenue,,99001,Voluntary: Firm Initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","distribution in AZ, MT, NV, OR, and WA.",F-2505-2017,"Item 11920 - VEGAN PBJ LUNCH>36TRAYS/CS, Frozen, Net. Wt. 33.78 lbs. per case",135 lbs.,Product is recalled because it was made with water contaminated with chemicals perfluorooctanoic acid (PFOA) and perluorooctanesulfonic acid (PFOS).  The observed PFOS and PFOA levels exceed EPA's 2016 combined Lifetime Health Advisory levels for drinking water (70 parts per trillion [ppt]).,PFAS,2017-05-18,2017-07-09,2017-07-19,"no codes, no expiration dates.  Mfg dates: April 1, 2017 to May 15, 2017. ",2017-08-31
